"siteID","date","dayMax","dayMin","dayMean","GDD","dayOfYear","year","AGDD"
"SERC","2016-06-25",82.24808,67.57052,74.9093,25,177,"2016",1237
"UNDE","2016-06-25",79.41632,61.00484,70.21058,20,177,"2016",587
"UKFS","2016-06-25",92.14142,81.7088,86.92511,37,177,"2016",1603
"ORNL","2016-06-25",90.65642,67.091,78.87371,29,177,"2016",1471
"ABBY","2016-06-25",75.88814,39.14798,57.51806,8,177,"2016",503
"BART","2016-06-26",86.77634,51.22148,68.99891,19,178,"2016",601
"HARV","2016-06-26",83.32196,56.62976,69.97586,20,178,"2016",695
"SERC","2016-06-26",81.9725,56.88464,69.42857,19,178,"2016",1256
"UNDE","2016-06-26",77.53226,63.79106,70.66166,21,178,"2016",608
"UKFS","2016-06-26",93.84728,73.80698,83.82713,34,178,"2016",1637
"ORNL","2016-06-26",92.78366,70.02446,81.40406,31,178,"2016",1502
"ABBY","2016-06-26",86.83376,41.52974,64.18175,14,178,"2016",517
"BART","2016-06-27",83.24456,55.60772,69.42614,19,179,"2016",620
"HARV","2016-06-27",79.18124,59.44334,69.31229,19,179,"2016",714
"SERC","2016-06-27",81.24548,59.50094,70.37321,20,179,"2016",1276
"UNDE","2016-06-27",75.93278,52.17494,64.05386,14,179,"2016",622
"UKFS","2016-06-27",94.30916,67.06724,80.6882,31,179,"2016",1668
"ORNL","2016-06-27",88.92194,69.79676,79.35935,29,179,"2016",1531
"ABBY","2016-06-27",86.4761,48.17372,67.32491,17,179,"2016",534
"BART","2016-06-28",82.5242,58.54748,70.53584,21,180,"2016",641
"HARV","2016-06-28",72.13442,63.76496,67.94969,18,180,"2016",732
"SERC","2016-06-28",81.20984,67.64072,74.42528,24,180,"2016",1300
"UNDE","2016-06-28",70.53998,46.50008,58.52003,9,180,"2016",631
"UKFS","2016-06-28",93.99758,66.9065,80.45204,30,180,"2016",1698
"ORNL","2016-06-28",90.3344,68.34668,79.34054,29,180,"2016",1560
"ABBY","2016-06-28",81.68072,46.33772,64.00922,14,180,"2016",548
"BART","2016-06-29",78.47942,61.97414,70.22678,20,181,"2016",661
"HARV","2016-06-29",77.3699,64.75226,71.06108,21,181,"2016",753
"SERC","2016-06-29",81.91094,61.37114,71.64104,22,181,"2016",1322
"UNDE","2016-06-29",73.28966,46.70852,59.99909,10,181,"2016",641
"UKFS","2016-06-29",85.30394,64.65686,74.9804,25,181,"2016",1723
"ORNL","2016-06-29",85.9361,67.23428,76.58519,27,181,"2016",1587
"ABBY","2016-06-29",76.40852,47.82794,62.11823,12,181,"2016",560
"BART","2016-06-30",80.88332,54.31802,67.60067,18,182,"2016",679
"HARV","2016-06-30",77.2853,58.57052,67.92791,18,182,"2016",771
"SERC","2016-06-30",81.06026,57.0659,69.06308,19,182,"2016",1341
"UNDE","2016-06-30",71.67722,55.7519,63.71456,14,182,"2016",655
"UKFS","2016-06-30",90.84272,68.92214,79.88243,30,182,"2016",1753
"ORNL","2016-06-30",89.19986,61.63358,75.41672,25,182,"2016",1612
"ABBY","2016-06-30",74.18246,45.5099,59.84618,10,182,"2016",570
"BART","2016-07-01",80.70386,50.8118,65.75783,16,183,"2016",695
"HARV","2016-07-01",77.72972,57.55928,67.6445,18,183,"2016",789
"SERC","2016-07-01",83.46704,63.24224,73.35464,23,183,"2016",1364
"UNDE","2016-07-01",68.55602,45.06548,56.81075,7,183,"2016",662
"UKFS","2016-07-01",84.39674,65.23322,74.81498,25,183,"2016",1778
"ORNL","2016-07-01",88.31786,63.60566,75.96176,26,183,"2016",1638
"ABBY","2016-07-01",76.03484,42.95822,59.49653,9,183,"2016",579
"BART","2016-07-02",70.33892,56.77178,63.55535,14,184,"2016",709
"HARV","2016-07-02",70.12418,55.74398,62.93408,13,184,"2016",802
"SERC","2016-07-02",78.57302,61.98908,70.28105,20,184,"2016",1384
"UNDE","2016-07-02",74.27516,47.40854,60.84185,11,184,"2016",673
"UKFS","2016-07-02",78.21212,64.07132,71.14172,21,184,"2016",1799
"ORNL","2016-07-02",90.9653,67.9856,79.47545,29,184,"2016",1667
"ABBY","2016-07-02",78.61496,47.59664,63.1058,13,184,"2016",592
"BART","2016-07-03",78.0332,45.3776,61.7054,12,185,"2016",721
"HARV","2016-07-03",75.29918,49.73072,62.51495,13,185,"2016",815
"SERC","2016-07-03",74.96906,58.51598,66.74252,17,185,"2016",1401
"UNDE","2016-07-03",76.58834,50.945,63.76667,14,185,"2016",687
"UKFS","2016-07-03",69.26504,61.37996,65.3225,15,185,"2016",1814
"ORNL","2016-07-03",90.86072,70.08674,80.47373,30,185,"2016",1697
"ABBY","2016-07-03",77.01674,46.53122,61.77398,12,185,"2016",604
"BART","2016-07-04",83.45462,48.96194,66.20828,16,186,"2016",737
"HARV","2016-07-04",80.21984,55.65326,67.93655,18,186,"2016",833
"SERC","2016-07-04",71.9681,60.7793,66.3737,16,186,"2016",1417
"UNDE","2016-07-04",76.92566,54.9356,65.93063,16,186,"2016",703
"UKFS","2016-07-04",83.78132,63.15476,73.46804,23,186,"2016",1837
"ORNL","2016-07-04",92.3144,71.11184,81.71312,32,186,"2016",1729
"ABBY","2016-07-04",72.01346,39.15014,55.5818,6,186,"2016",610
"BART","2016-07-05",86.07398,50.06174,68.06786,18,187,"2016",755
"HARV","2016-07-05",80.61782,62.21696,71.41739,21,187,"2016",854
"SERC","2016-07-05",88.98152,67.88138,78.43145,28,187,"2016",1445
"UNDE","2016-07-05",82.69376,62.21624,72.455,22,187,"2016",725
"UKFS","2016-07-05",94.17938,69.84896,82.01417,32,187,"2016",1869
"ORNL","2016-07-05",87.24254,71.41676,79.32965,29,187,"2016",1758
"ABBY","2016-07-05",66.23042,43.28888,54.75965,5,187,"2016",615
"BART","2016-07-06",90.05756,55.64066,72.84911,23,188,"2016",778
"HARV","2016-07-06",85.10882,62.051,73.57991,24,188,"2016",878
"SERC","2016-07-06",88.97972,70.00898,79.49435,29,188,"2016",1474
"UNDE","2016-07-06",79.66814,62.77082,71.21948,21,188,"2016",746
"UKFS","2016-07-06",92.19524,73.64912,82.92218,33,188,"2016",1902
"ORNL","2016-07-06",89.0474,70.07702,79.56221,30,188,"2016",1788
"ABBY","2016-07-06",76.66322,38.68214,57.67268,8,188,"2016",623
"BART","2016-07-07",82.22216,61.09394,71.65805,22,189,"2016",800
"HARV","2016-07-07",84.77942,65.20856,74.99399,25,189,"2016",903
"SERC","2016-07-07",91.13468,70.94858,81.04163,31,189,"2016",1505
"UNDE","2016-07-07",76.0559,56.6186,66.33725,16,189,"2016",762
"UKFS","2016-07-07",91.13954,64.94972,78.04463,28,189,"2016",1930
"ORNL","2016-07-07",86.80154,68.26586,77.5337,28,189,"2016",1816
"ABBY","2016-07-07",73.98428,48.1649,61.07459,11,189,"2016",634
"BART","2016-07-08",68.23886,58.64918,63.44402,13,190,"2016",813
"HARV","2016-07-08",74.27966,60.5264,67.40303,17,190,"2016",920
"SERC","2016-07-08",90.8645,68.95742,79.91096,30,190,"2016",1535
"UNDE","2016-07-08",70.84886,58.1432,64.49603,14,190,"2016",776
"UKFS","2016-07-08",90.12902,69.47456,79.80179,30,190,"2016",1960
"ORNL","2016-07-08",90.31622,67.13762,78.72692,29,190,"2016",1845
"ABBY","2016-07-08",70.09826,54.88592,62.49209,12,190,"2016",646
"BART","2016-07-09",62.38544,55.41242,58.89893,9,191,"2016",822
"HARV","2016-07-09",66.53336,54.69566,60.61451,11,191,"2016",931
"SERC","2016-07-09",86.53226,68.78102,77.65664,28,191,"2016",1563
"UNDE","2016-07-09",72.7088,53.16404,62.93642,13,191,"2016",789
"UKFS","2016-07-09",90.39398,70.37348,80.38373,30,191,"2016",1990
"ORNL","2016-07-09",87.13004,66.2252,76.67762,27,191,"2016",1872
"ABBY","2016-07-09",67.85006,52.0502,59.95013,10,191,"2016",656
"BART","2016-07-10",62.65508,54.02948,58.34228,8,192,"2016",830
"HARV","2016-07-10",65.64326,54.78152,60.21239,10,192,"2016",941
"SERC","2016-07-10",84.52346,66.12152,75.32249,25,192,"2016",1588
"UNDE","2016-07-10",70.17404,54.66416,62.4191,12,192,"2016",801
"UKFS","2016-07-10",91.09184,72.15674,81.62429,32,192,"2016",2022
"ORNL","2016-07-10",87.0044,68.77418,77.88929,28,192,"2016",1900
"ABBY","2016-07-10",66.44228,51.62918,59.03573,9,192,"2016",665
"BART","2016-07-11",78.39986,56.22026,67.31006,17,193,"2016",847
"HARV","2016-07-11",73.15754,55.72886,64.4432,14,193,"2016",955
"SERC","2016-07-11",81.66812,60.63602,71.15207,21,193,"2016",1609
"UNDE","2016-07-11",80.81996,62.10104,71.4605,21,193,"2016",822
"UKFS","2016-07-11",90.40982,73.00832,81.70907,32,193,"2016",2054
"ORNL","2016-07-11",87.64772,68.65934,78.15353,28,193,"2016",1928
"ABBY","2016-07-11",70.54394,51.54782,61.04588,11,193,"2016",676
"BART","2016-07-12",84.50096,52.08962,68.29529,18,194,"2016",865
"HARV","2016-07-12",78.12086,55.35302,66.73694,17,194,"2016",972
"SERC","2016-07-12",83.61338,62.83274,73.22306,23,194,"2016",1632
"UNDE","2016-07-12",79.70306,62.8367,71.26988,21,194,"2016",843
"UKFS","2016-07-12",89.03318,62.73194,75.88256,26,194,"2016",2080
"ORNL","2016-07-12",87.05462,68.9954,78.02501,28,194,"2016",1956
"ABBY","2016-07-12",69.10124,48.49538,58.79831,9,194,"2016",685
"BART","2016-07-13",88.39598,53.72348,71.05973,21,195,"2016",886
"HARV","2016-07-13",84.85682,62.64626,73.75154,24,195,"2016",996
"SERC","2016-07-13",84.0317,70.15928,77.09549,27,195,"2016",1659
"UNDE","2016-07-13",79.88414,64.25438,72.06926,22,195,"2016",865
"UKFS","2016-07-13",84.20594,66.7607,75.48332,25,195,"2016",2105
"ORNL","2016-07-13",91.40918,67.70858,79.55888,30,195,"2016",1986
"ABBY","2016-07-13",76.8038,51.99638,64.40009,14,195,"2016",699
"BART","2016-07-14",82.76342,64.33448,73.54895,24,196,"2016",910
"HARV","2016-07-14",80.32442,66.19856,73.26149,23,196,"2016",1019
"SERC","2016-07-14",93.2639,70.16972,81.71681,32,196,"2016",1691
"UNDE","2016-07-14",73.92884,58.56638,66.24761,16,196,"2016",881
"UKFS","2016-07-14",84.0164,70.89206,77.45423,27,196,"2016",2132
"ORNL","2016-07-14",91.81472,68.7722,80.29346,30,196,"2016",2016
"ABBY","2016-07-14",78.58022,39.62282,59.10152,9,196,"2016",708
"BART","2016-07-15",85.4015,60.62018,73.01084,23,197,"2016",933
"HARV","2016-07-15",83.47928,68.64098,76.06013,26,197,"2016",1045
"SERC","2016-07-15",89.82266,69.37754,79.6001,30,197,"2016",1721
"UNDE","2016-07-15",65.05412,52.8521,58.95311,9,197,"2016",890
"UKFS","2016-07-15",85.1126,65.55956,75.33608,25,197,"2016",2157
"ORNL","2016-07-15",87.74132,66.48872,77.11502,27,197,"2016",2043
"ABBY","2016-07-15",76.9334,41.9288,59.4311,9,197,"2016",717
"BART","2016-07-16",80.27564,58.14068,69.20816,19,198,"2016",952
"HARV","2016-07-16",79.6523,61.91006,70.78118,21,198,"2016",1066
"SERC","2016-07-16",88.07342,64.04504,76.05923,26,198,"2016",1747
"UNDE","2016-07-16",74.33258,51.45998,62.89628,13,198,"2016",903
"UKFS","2016-07-16",87.75788,65.75018,76.75403,27,198,"2016",2184
"ORNL","2016-07-16",84.72416,69.82412,77.27414,27,198,"2016",2070
"ABBY","2016-07-16",67.63442,48.34382,57.98912,8,198,"2016",725
"BART","2016-07-17",82.59314,60.4508,71.52197,22,199,"2016",974
"HARV","2016-07-17",81.26762,64.54238,72.905,23,199,"2016",1089
"SERC","2016-07-17",89.61134,63.31298,76.46216,26,199,"2016",1773
"UNDE","2016-07-17",77.9108,60.45404,69.18242,19,199,"2016",922
"UKFS","2016-07-17",92.15024,72.42476,82.2875,32,199,"2016",2216
"ORNL","2016-07-17",91.46084,67.22924,79.34504,29,199,"2016",2099
"ABBY","2016-07-17",67.23014,48.0452,57.63767,8,199,"2016",733
"BART","2016-07-18",82.99454,57.24338,70.11896,20,200,"2016",994
"HARV","2016-07-18",84.24374,62.37338,73.30856,23,200,"2016",1112
"SERC","2016-07-18",91.79888,69.0044,80.40164,30,200,"2016",1803
"UNDE","2016-07-18",73.9625,56.03378,64.99814,15,200,"2016",937
"UKFS","2016-07-18",91.57316,73.12946,82.35131,32,200,"2016",2248
"ORNL","2016-07-18",90.07736,71.57318,80.82527,31,200,"2016",2130
"ABBY","2016-07-18",67.48628,52.58102,60.03365,10,200,"2016",743
"BART","2016-07-19",70.0844,57.4709,63.77765,14,201,"2016",1008
"HARV","2016-07-19",75.40376,62.1527,68.77823,19,201,"2016",1131
"SERC","2016-07-19",88.16846,68.12546,78.14696,28,201,"2016",1831
"UNDE","2016-07-19",80.29886,54.5657,67.43228,17,201,"2016",954
"UKFS","2016-07-19",91.99994,73.34258,82.67126,33,201,"2016",2281
"ORNL","2016-07-19",94.30106,72.54374,83.4224,33,201,"2016",2163
"ABBY","2016-07-19",74.77808,50.53766,62.65787,13,201,"2016",756
"BART","2016-07-20",74.58152,47.4188,61.00016,11,202,"2016",1019
"HARV","2016-07-20",75.3584,52.28384,63.82112,14,202,"2016",1145
"SERC","2016-07-20",84.425,62.40812,73.41656,23,202,"2016",1854
"UNDE","2016-07-20",86.15444,65.22098,75.68771,26,202,"2016",980
"UKFS","2016-07-20",93.91406,74.57378,84.24392,34,202,"2016",2315
"ORNL","2016-07-20",94.89506,72.11498,83.50502,34,202,"2016",2197
"ABBY","2016-07-20",80.39732,42.47816,61.43774,11,202,"2016",767
"BART","2016-07-21",84.00254,51.56546,67.784,18,203,"2016",1037
"HARV","2016-07-21",83.94026,56.16698,70.05362,20,203,"2016",1165
"SERC","2016-07-21",85.0919,61.82456,73.45823,23,203,"2016",1877
"UNDE","2016-07-21",81.54014,64.81004,73.17509,23,203,"2016",1003
"UKFS","2016-07-21",95.828,74.46506,85.14653,35,203,"2016",2350
"ORNL","2016-07-21",95.576,75.27038,85.42319,35,203,"2016",2232
"ABBY","2016-07-21",82.88096,44.90276,63.89186,14,203,"2016",781
"BART","2016-07-22",88.27142,59.72414,73.99778,24,204,"2016",1061
"HARV","2016-07-22",88.4057,66.13934,77.27252,27,204,"2016",1192
"SERC","2016-07-22",90.48614,67.30484,78.89549,29,204,"2016",1906
"UKFS","2016-07-22",95.99576,77.8856,86.94068,37,204,"2016",2387
"ORNL","2016-07-22",95.22338,72.48596,83.85467,34,204,"2016",2266
"ABBY","2016-07-22",81.11858,55.4639,68.29124,18,204,"2016",799
"BART","2016-07-23",84.26624,59.98154,72.12389,22,205,"2016",1083
"HARV","2016-07-23",86.97956,65.37218,76.17587,26,205,"2016",1218
"SERC","2016-07-23",94.54334,71.20364,82.87349,33,205,"2016",1939
"UNDE","2016-07-23",82.41656,74.41736,78.41696,28,205,"2016",1031
"UKFS","2016-07-23",95.17262,75.94682,85.55972,36,205,"2016",2423
"ORNL","2016-07-23",95.5526,72.40748,83.98004,34,205,"2016",2300
"ABBY","2016-07-23",71.75786,45.61484,58.68635,9,205,"2016",808
"BART","2016-07-24",81.74066,58.8101,70.27538,20,206,"2016",1103
"HARV","2016-07-24",84.91118,60.17486,72.54302,23,206,"2016",1241
"SERC","2016-07-24",90.7025,68.14094,79.42172,29,206,"2016",1968
"UNDE","2016-07-24",80.38346,65.76134,73.0724,23,206,"2016",1054
"UKFS","2016-07-24",92.53256,75.51914,84.02585,34,206,"2016",2457
"ORNL","2016-07-24",92.81498,69.52334,81.16916,31,206,"2016",2331
"ABBY","2016-07-24",84.11054,40.54172,62.32613,12,206,"2016",820
"BART","2016-07-25",87.152,51.77318,69.46259,19,207,"2016",1122
"HARV","2016-07-25",87.53486,61.65392,74.59439,25,207,"2016",1266
"SERC","2016-07-25",94.7318,69.57482,82.15331,32,207,"2016",2000
"UNDE","2016-07-25",77.2178,61.83302,69.52541,20,207,"2016",1074
"UKFS","2016-07-25",86.61668,72.00356,79.31012,29,207,"2016",2486
"ORNL","2016-07-25",95.91836,72.72644,84.3224,34,207,"2016",2365
"ABBY","2016-07-25",83.81138,47.19524,65.50331,16,207,"2016",836
"BART","2016-07-26",83.92784,62.5676,73.24772,23,208,"2016",1145
"HARV","2016-07-26",85.60706,66.65792,76.13249,26,208,"2016",1292
"SERC","2016-07-26",92.00048,69.5534,80.77694,31,208,"2016",2031
"UNDE","2016-07-26",84.1037,60.79784,72.45077,22,208,"2016",1096
"UKFS","2016-07-26",89.59496,68.48312,79.03904,29,208,"2016",2515
"ORNL","2016-07-26",95.78156,72.76532,84.27344,34,208,"2016",2399
"ABBY","2016-07-26",82.14368,50.14688,66.14528,16,208,"2016",852
"BART","2016-07-27",88.82528,59.97236,74.39882,24,209,"2016",1169
"HARV","2016-07-27",85.66088,61.44026,73.55057,24,209,"2016",1316
"SERC","2016-07-27",92.7509,71.7575,82.2542,32,209,"2016",2063
"UNDE","2016-07-27",77.65196,62.99474,70.32335,20,209,"2016",1116
"UKFS","2016-07-27",93.07706,68.37278,80.72492,31,209,"2016",2546
"ORNL","2016-07-27",95.69966,72.81698,84.25832,34,209,"2016",2433
"BART","2016-07-28",88.92806,58.79318,73.86062,24,210,"2016",1193
"HARV","2016-07-28",85.26686,62.402,73.83443,24,210,"2016",1340
"SERC","2016-07-28",90.7061,70.08674,80.39642,30,210,"2016",2093
"UNDE","2016-07-28",71.13146,57.54866,64.34006,14,210,"2016",1130
"UKFS","2016-07-28",92.82362,70.45088,81.63725,32,210,"2016",2578
"ORNL","2016-07-28",86.5643,70.7972,78.68075,29,210,"2016",2462
"ABBY","2016-07-28",134.05478,88.20428,111.12953,61,210,"2016",913
"BART","2016-07-29",82.66316,62.33504,72.4991,22,211,"2016",1215
"HARV","2016-07-29",81.16052,67.09928,74.1299,24,211,"2016",1364
"SERC","2016-07-29",85.72388,67.9109,76.81739,27,211,"2016",2120
"UNDE","2016-07-29",75.6959,47.61032,61.65311,12,211,"2016",1142
"UKFS","2016-07-29",89.4119,66.16004,77.78597,28,211,"2016",2606
"ABBY","2016-07-29",134.05964,47.77322,90.91643,41,211,"2016",954
"BART","2016-07-30",82.5512,54.99194,68.77157,19,212,"2016",1234
"HARV","2016-07-30",78.79352,59.13158,68.96255,19,212,"2016",1383
"SERC","2016-07-30",85.23428,67.1756,76.20494,26,212,"2016",2146
"UNDE","2016-07-30",76.39556,55.6025,65.99903,16,212,"2016",1158
"UKFS","2016-07-30",84.73208,64.35554,74.54381,25,212,"2016",2631
"ABBY","2016-07-30",134.05946,48.2954,91.17743,41,212,"2016",995
"BART","2016-07-31",73.06466,54.12758,63.59612,14,213,"2016",1248
"HARV","2016-07-31",76.36424,61.8494,69.10682,19,213,"2016",1402
"SERC","2016-07-31",89.26682,68.00594,78.63638,29,213,"2016",2175
"UNDE","2016-07-31",77.33966,54.37274,65.8562,16,213,"2016",1174
"UKFS","2016-07-31",82.7312,68.93024,75.83072,26,213,"2016",2657
"ABBY","2016-07-31",127.9652,46.5323,87.24875,37,213,"2016",1032
"BART","2016-08-01",68.72414,60.2717,64.49792,14,214,"2016",1262
"HARV","2016-08-01",67.81568,61.898,64.85684,15,214,"2016",1417
"SERC","2016-08-01",87.19052,68.6588,77.92466,28,214,"2016",2203
"UNDE","2016-08-01",79.69244,58.4078,69.05012,19,214,"2016",1193
"UKFS","2016-08-01",87.45026,70.64726,79.04876,29,214,"2016",2686
"ABBY","2016-08-01",130.4141,39.49268,84.95339,35,214,"2016",1067
"BART","2016-08-02",76.88966,52.73168,64.81067,15,215,"2016",1277
"HARV","2016-08-02",71.10662,58.55468,64.83065,15,215,"2016",1432
"SERC","2016-08-02",84.12368,67.96274,76.04321,26,215,"2016",2229
"UNDE","2016-08-02",76.93214,62.32478,69.62846,20,215,"2016",1213
"UKFS","2016-08-02",90.79034,73.64858,82.21946,32,215,"2016",2718
"ABBY","2016-08-02",134.03714,46.27688,90.15701,40,215,"2016",1107
"BART","2016-08-03",84.29936,50.90414,67.60175,18,216,"2016",1295
"HARV","2016-08-03",77.909,54.82148,66.36524,16,216,"2016",1448
"SERC","2016-08-03",80.6468,64.81562,72.73121,23,216,"2016",2252
"UNDE","2016-08-03",83.10848,61.93814,72.52331,23,216,"2016",1236
"UKFS","2016-08-03",94.59752,74.13278,84.36515,34,216,"2016",2752
"ABBY","2016-08-03",129.33338,40.47728,84.90533,35,216,"2016",1142
"BART","2016-08-04",85.25192,52.5515,68.90171,19,217,"2016",1314
"HARV","2016-08-04",78.674,54.95738,66.81569,17,217,"2016",1465
"SERC","2016-08-04",82.24592,61.23002,71.73797,22,217,"2016",2274
"UNDE","2016-08-04",81.4388,66.74522,74.09201,24,217,"2016",1260
"UKFS","2016-08-04",98.3597,73.10192,85.73081,36,217,"2016",2788
"ABBY","2016-08-04",134.05964,43.98548,89.02256,39,217,"2016",1181
"BART","2016-08-05",88.04498,55.62032,71.83265,22,218,"2016",1336
"HARV","2016-08-05",81.18842,59.62748,70.40795,20,218,"2016",1485
"SERC","2016-08-05",81.64166,63.4064,72.52403,23,218,"2016",2297
"UNDE","2016-08-05",75.72344,59.15966,67.44155,17,218,"2016",1277
"UKFS","2016-08-05",96.01646,71.9627,83.98958,34,218,"2016",2822
"ABBY","2016-08-05",134.05316,44.99114,89.52215,40,218,"2016",1221
"BART","2016-08-06",84.98948,66.53588,75.76268,26,219,"2016",1362
"HARV","2016-08-06",79.82384,64.67234,72.24809,22,219,"2016",1507
"SERC","2016-08-06",88.75922,69.1529,78.95606,29,219,"2016",2326
"UNDE","2016-08-06",73.29362,55.4963,64.39496,14,219,"2016",1291
"UKFS","2016-08-06",83.9021,69.16388,76.53299,27,219,"2016",2849
"ABBY","2016-08-06",126.85928,39.53642,83.19785,33,219,"2016",1254
"BART","2016-08-07",77.82224,54.45644,66.13934,16,220,"2016",1378
"HARV","2016-08-07",78.22832,58.56656,68.39744,18,220,"2016",1525
"SERC","2016-08-07",86.5283,65.73326,76.13078,26,220,"2016",2352
"UNDE","2016-08-07",76.8407,55.0427,65.9417,16,220,"2016",1307
"UKFS","2016-08-07",82.96322,65.48216,74.22269,24,220,"2016",2873
"ABBY","2016-08-07",130.6292,41.27738,85.95329,36,220,"2016",1290
"BART","2016-08-08",78.9629,54.64904,66.80597,17,221,"2016",1395
"HARV","2016-08-08",79.26854,59.12276,69.19565,19,221,"2016",1544
"SERC","2016-08-08",87.11024,62.11616,74.6132,25,221,"2016",2377
"UNDE","2016-08-08",78.1493,53.83436,65.99183,16,221,"2016",1323
"UKFS","2016-08-08",80.69846,67.93988,74.31917,24,221,"2016",2897
"ABBY","2016-08-08",123.69938,52.44908,88.07423,38,221,"2016",1328
"BART","2016-08-09",84.07184,50.549,67.31042,17,222,"2016",1412
"HARV","2016-08-09",83.68484,57.74432,70.71458,21,222,"2016",1565
"SERC","2016-08-09",80.15396,58.80812,69.48104,19,222,"2016",2396
"UNDE","2016-08-09",79.29662,61.62368,70.46015,20,222,"2016",1343
"UKFS","2016-08-09",93.16328,71.27096,82.21712,32,222,"2016",2929
"ABBY","2016-08-09",123.71666,51.2915,87.50408,38,222,"2016",1366
"BART","2016-08-10",81.0617,52.19474,66.62822,17,223,"2016",1429
"HARV","2016-08-10",76.81118,65.09174,70.95146,21,223,"2016",1586
"SERC","2016-08-10",89.6477,70.50632,80.07701,30,223,"2016",2426
"UNDE","2016-08-10",83.93378,61.62746,72.78062,23,223,"2016",1366
"UKFS","2016-08-10",94.63406,72.75434,83.6942,34,223,"2016",2963
"ABBY","2016-08-10",128.97608,47.5232,88.24964,38,223,"2016",1404
"BART","2016-08-11",91.7555,61.40354,76.57952,27,224,"2016",1456
"HARV","2016-08-11",85.67906,70.83716,78.25811,28,224,"2016",1614
"SERC","2016-08-11",92.49422,72.32072,82.40747,32,224,"2016",2458
"UNDE","2016-08-11",74.51492,61.1465,67.83071,18,224,"2016",1384
"UKFS","2016-08-11",96.06992,69.98018,83.02505,33,224,"2016",2996
"ABBY","2016-08-11",134.05964,42.74672,88.40318,38,224,"2016",1442
"BART","2016-08-12",91.7573,65.4818,78.61955,29,225,"2016",1485
"HARV","2016-08-12",86.45,70.50164,78.47582,28,225,"2016",1642
"SERC","2016-08-12",93.35678,73.88726,83.62202,34,225,"2016",2492
"UNDE","2016-08-12",69.98594,59.73278,64.85936,15,225,"2016",1399
"UKFS","2016-08-12",93.86798,71.22092,82.54445,33,225,"2016",3029
"ORNL","2016-08-12",94.69184,78.22562,86.45873,36,225,"2016",2498
"ABBY","2016-08-12",134.05874,48.57764,91.31819,41,225,"2016",1483
"BART","2016-08-13",76.24994,61.36808,68.80901,19,226,"2016",1504
"HARV","2016-08-13",83.22782,68.95418,76.091,26,226,"2016",1668
"SERC","2016-08-13",94.92656,70.95686,82.94171,33,226,"2016",2525
"UNDE","2016-08-13",71.39786,60.0188,65.70833,16,226,"2016",1415
"UKFS","2016-08-13",87.86624,65.24546,76.55585,27,226,"2016",3056
"ORNL","2016-08-13",89.4974,73.90274,81.70007,32,226,"2016",2530
"ABBY","2016-08-13",134.0582,51.59822,92.82821,43,226,"2016",1526
"BART","2016-08-14",86.81198,60.83618,73.82408,24,227,"2016",1528
"HARV","2016-08-14",84.60536,67.05914,75.83225,26,227,"2016",1694
"SERC","2016-08-14",95.11412,73.5422,84.32816,34,227,"2016",2559
"UNDE","2016-08-14",74.91164,56.21324,65.56244,16,227,"2016",1431
"UKFS","2016-08-14",88.59614,67.87202,78.23408,28,227,"2016",3084
"ORNL","2016-08-14",94.28972,71.06072,82.67522,33,227,"2016",2563
"ABBY","2016-08-14",134.05874,48.4628,91.26077,41,227,"2016",1567
"BART","2016-08-15",79.01564,63.52142,71.26853,21,228,"2016",1549
"HARV","2016-08-15",78.53054,64.08662,71.30858,21,228,"2016",1715
"SERC","2016-08-15",90.7106,68.64098,79.67579,30,228,"2016",2589
"UNDE","2016-08-15",78.97748,56.14844,67.56296,18,228,"2016",1449
"UKFS","2016-08-15",81.77432,65.8499,73.81211,24,228,"2016",3108
"ORNL","2016-08-15",92.2514,72.51818,82.38479,32,228,"2016",2595
"ABBY","2016-08-15",134.05874,43.52198,88.79036,39,228,"2016",1606
"BART","2016-08-16",73.28138,51.41966,62.35052,12,229,"2016",1561
"HARV","2016-08-16",76.0685,59.53892,67.80371,18,229,"2016",1733
"SERC","2016-08-16",91.97456,68.52452,80.24954,30,229,"2016",2619
"UNDE","2016-08-16",75.72236,58.51958,67.12097,17,229,"2016",1466
"UKFS","2016-08-16",88.7036,64.37012,76.53686,27,229,"2016",3135
"ORNL","2016-08-16",94.496,69.71432,82.10516,32,229,"2016",2627
"ABBY","2016-08-16",134.05874,47.14214,90.60044,41,229,"2016",1647
"BART","2016-08-17",74.64614,62.97494,68.81054,19,230,"2016",1580
"HARV","2016-08-17",76.05986,67.04924,71.55455,22,230,"2016",1755
"SERC","2016-08-17",91.5197,70.40984,80.96477,31,230,"2016",2650
"UNDE","2016-08-17",79.5452,59.68166,69.61343,20,230,"2016",1486
"UKFS","2016-08-17",91.63796,68.59742,80.11769,30,230,"2016",3165
"ORNL","2016-08-17",92.86466,70.87712,81.87089,32,230,"2016",2659
"ABBY","2016-08-17",134.0573,44.02364,89.04047,39,230,"2016",1686
"BART","2016-08-18",82.2974,56.10614,69.20177,19,231,"2016",1599
"HARV","2016-08-18",80.54222,58.97714,69.75968,20,231,"2016",1775
"SERC","2016-08-18",88.9637,67.25588,78.10979,28,231,"2016",2678
"UNDE","2016-08-18",80.69108,61.8701,71.28059,21,231,"2016",1507
"UKFS","2016-08-18",90.44132,70.1825,80.31191,30,231,"2016",3195
"ORNL","2016-08-18",83.32412,67.63694,75.48053,25,231,"2016",2684
