"siteID","date","dayMax","dayMin","dayMean","GDD","AGDD","dayOfYear","year","monthDay"
"CLBJ","2017-04-06",80.0699,34.99142,57.53066,8,620,96,"2017","2017-04-06"
"ABBY","2017-04-06",63.66974,40.6472,52.15847,2,10,96,"2017","2017-04-06"
"TOOL","2017-04-06",28.28174,11.7806,20.03117,0,0,96,"2017","2017-04-06"
"BART","2017-04-07",47.21324,32.89388,40.05356,0,0,97,"2017","2017-04-07"
"HARV","2017-04-07",65.72066,34.15226,49.93646,0,19,97,"2017","2017-04-07"
"SERC","2017-04-07",54.37922,42.7937,48.58646,0,220,97,"2017","2017-04-07"
"UNDE","2017-04-07",55.89842,23.23724,39.56783,0,0,97,"2017","2017-04-07"
"UKFS","2017-04-07",67.71938,35.61026,51.66482,2,308,97,"2017","2017-04-07"
"ORNL","2017-04-07",61.23524,41.64242,51.43883,1,505,97,"2017","2017-04-07"
"CLBJ","2017-04-07",82.85018,42.29546,62.57282,13,633,97,"2017","2017-04-07"
"ABBY","2017-04-07",60.17936,42.7739,51.47663,1,11,97,"2017","2017-04-07"
"TOOL","2017-04-07",26.32838,8.47868,17.40353,0,0,97,"2017","2017-04-07"
"BART","2017-04-08",40.27334,33.45638,36.86486,0,0,98,"2017","2017-04-08"
"HARV","2017-04-08",81.96422,29.18102,55.57262,6,25,98,"2017","2017-04-08"
"UNDE","2017-04-08",70.75058,26.69,48.72029,0,0,98,"2017","2017-04-08"
"UKFS","2017-04-08",77.91458,52.16342,65.039,15,323,98,"2017","2017-04-08"
"ORNL","2017-04-08",69.35432,40.90334,55.12883,5,510,98,"2017","2017-04-08"
"CLBJ","2017-04-08",86.19638,55.7195,70.95794,21,654,98,"2017","2017-04-08"
"ABBY","2017-04-08",53.94434,37.52942,45.73688,0,11,98,"2017","2017-04-08"
"TOOL","2017-04-08",21.2585,3.4952,12.37685,0,0,98,"2017","2017-04-08"
"BART","2017-04-09",59.36612,28.83092,44.09852,0,0,99,"2017","2017-04-09"
"HARV","2017-04-09",110.79554,29.17202,69.98378,20,45,99,"2017","2017-04-09"
"UNDE","2017-04-09",70.1492,47.85296,59.00108,9,9,99,"2017","2017-04-09"
"UKFS","2017-04-09",82.70312,63.15602,72.92957,23,346,99,"2017","2017-04-09"
"ORNL","2017-04-09",77.63072,45.41198,61.52135,12,522,99,"2017","2017-04-09"
"CLBJ","2017-04-09",87.57806,61.24424,74.41115,24,678,99,"2017","2017-04-09"
"ABBY","2017-04-09",58.4618,31.22744,44.84462,0,11,99,"2017","2017-04-09"
"TOOL","2017-04-09",26.08322,5.4428,15.76301,0,0,99,"2017","2017-04-09"
"BART","2017-04-10",78.03536,31.8857,54.96053,5,5,100,"2017","2017-04-10"
"HARV","2017-04-10",110.05826,45.38408,77.72117,28,73,100,"2017","2017-04-10"
"UNDE","2017-04-10",58.1387,26.9312,42.53495,0,9,100,"2017","2017-04-10"
"UKFS","2017-04-10",77.34218,52.48418,64.91318,15,361,100,"2017","2017-04-10"
"ORNL","2017-04-10",81.56282,58.12448,69.84365,20,542,100,"2017","2017-04-10"
"CLBJ","2017-04-10",78.99602,64.22306,71.60954,22,700,100,"2017","2017-04-10"
"ABBY","2017-04-10",53.0888,38.59052,45.83966,0,11,100,"2017","2017-04-10"
"TOOL","2017-04-10",29.42942,14.45324,21.94133,0,0,100,"2017","2017-04-10"
"BART","2017-04-11",79.54052,34.02266,56.78159,7,12,101,"2017","2017-04-11"
"HARV","2017-04-11",89.32064,46.90112,68.11088,18,91,101,"2017","2017-04-11"
"UNDE","2017-04-11",40.03142,26.4083,33.21986,0,9,101,"2017","2017-04-11"
"UKFS","2017-04-11",71.21894,34.97054,53.09474,3,364,101,"2017","2017-04-11"
"ORNL","2017-04-11",83.40098,60.08684,71.74391,22,564,101,"2017","2017-04-11"
"CLBJ","2017-04-11",81.03722,53.75048,67.39385,17,717,101,"2017","2017-04-11"
"ABBY","2017-04-11",55.95602,27.54554,41.75078,0,11,101,"2017","2017-04-11"
"TOOL","2017-04-11",30.10532,17.54456,23.82494,0,0,101,"2017","2017-04-11"
"BART","2017-04-12",63.82778,35.39786,49.61282,0,12,102,"2017","2017-04-12"
"HARV","2017-04-12",75.18506,47.9705,61.57778,12,103,102,"2017","2017-04-12"
"UNDE","2017-04-12",57.69968,22.694,40.19684,0,9,102,"2017","2017-04-12"
"UKFS","2017-04-12",77.7758,47.84864,62.81222,13,377,102,"2017","2017-04-12"
"ORNL","2017-04-12",78.36674,58.38872,68.37773,18,582,102,"2017","2017-04-12"
"CLBJ","2017-04-12",75.9992,56.40782,66.20351,16,733,102,"2017","2017-04-12"
"ABBY","2017-04-12",58.09442,42.53558,50.315,0,11,102,"2017","2017-04-12"
"TOOL","2017-04-12",28.53464,13.2827,20.90867,0,0,102,"2017","2017-04-12"
"BART","2017-04-13",51.73628,33.81296,42.77462,0,12,103,"2017","2017-04-13"
"HARV","2017-04-13",60.74438,34.11428,47.42933,0,103,103,"2017","2017-04-13"
"UNDE","2017-04-13",61.5686,29.96726,45.76793,0,9,103,"2017","2017-04-13"
"UKFS","2017-04-13",79.85264,58.2647,69.05867,19,396,103,"2017","2017-04-13"
"ORNL","2017-04-13",84.98894,60.57968,72.78431,23,605,103,"2017","2017-04-13"
"CLBJ","2017-04-13",78.98738,53.97926,66.48332,16,749,103,"2017","2017-04-13"
"ABBY","2017-04-13",54.21164,39.50708,46.85936,0,11,103,"2017","2017-04-13"
"TOOL","2017-04-13",29.7716,12.95024,21.36092,0,0,103,"2017","2017-04-13"
"BART","2017-04-14",56.42798,28.40396,42.41597,0,12,104,"2017","2017-04-14"
"HARV","2017-04-14",66.5915,29.79716,48.19433,0,103,104,"2017","2017-04-14"
"UNDE","2017-04-14",66.6383,30.54884,48.59357,0,9,104,"2017","2017-04-14"
"UKFS","2017-04-14",78.50336,59.97956,69.24146,19,415,104,"2017","2017-04-14"
"ORNL","2017-04-14",88.26386,58.39646,73.33016,23,628,104,"2017","2017-04-14"
"CLBJ","2017-04-14",82.80626,59.26622,71.03624,21,770,104,"2017","2017-04-14"
"ABBY","2017-04-14",53.2517,33.42056,43.33613,0,11,104,"2017","2017-04-14"
"TOOL","2017-04-14",28.48424,17.75912,23.12168,0,0,104,"2017","2017-04-14"
"BART","2017-04-15",67.33508,27.32198,47.32853,0,12,105,"2017","2017-04-15"
"HARV","2017-04-15",71.87126,29.54786,50.70956,1,104,105,"2017","2017-04-15"
"UNDE","2017-04-15",57.61454,46.81166,52.2131,2,11,105,"2017","2017-04-15"
"UKFS","2017-04-15",80.44214,61.84508,71.14361,21,436,105,"2017","2017-04-15"
"ORNL","2017-04-15",84.75368,65.732,75.24284,25,653,105,"2017","2017-04-15"
"CLBJ","2017-04-15",84.54056,58.25408,71.39732,21,791,105,"2017","2017-04-15"
"ABBY","2017-04-15",63.1463,31.91054,47.52842,0,11,105,"2017","2017-04-15"
"TOOL","2017-04-15",25.54124,12.31736,18.9293,0,0,105,"2017","2017-04-15"
"BART","2017-04-16",78.64664,37.07474,57.86069,8,20,106,"2017","2017-04-16"
"HARV","2017-04-16",81.81446,46.76432,64.28939,14,118,106,"2017","2017-04-16"
"UNDE","2017-04-16",60.35684,47.56982,53.96333,4,15,106,"2017","2017-04-16"
"UKFS","2017-04-16",79.3103,58.16588,68.73809,19,455,106,"2017","2017-04-16"
"ORNL","2017-04-16",82.02074,62.05316,72.03695,22,675,106,"2017","2017-04-16"
"CLBJ","2017-04-16",81.37058,64.2065,72.78854,23,814,106,"2017","2017-04-16"
"ABBY","2017-04-16",62.95874,31.14428,47.05151,0,11,106,"2017","2017-04-16"
"TOOL","2017-04-16",23.72918,4.4852,14.10719,0,0,106,"2017","2017-04-16"
"BART","2017-04-17",69.45188,38.41124,53.93156,4,24,107,"2017","2017-04-17"
"HARV","2017-04-17",72.07574,49.44578,60.76076,11,129,107,"2017","2017-04-17"
"UNDE","2017-04-17",52.6136,31.74872,42.18116,0,15,107,"2017","2017-04-17"
"UKFS","2017-04-17",75.3701,50.35406,62.86208,13,468,107,"2017","2017-04-17"
"ORNL","2017-04-17",76.2053,59.68652,67.94591,18,693,107,"2017","2017-04-17"
"CLBJ","2017-04-17",75.20738,59.51264,67.36001,17,831,107,"2017","2017-04-17"
"ABBY","2017-04-17",58.5473,43.21724,50.88227,1,12,107,"2017","2017-04-17"
"TOOL","2017-04-17",25.03364,8.44988,16.74176,0,0,107,"2017","2017-04-17"
"BART","2017-04-18",51.09926,34.66202,42.88064,0,24,108,"2017","2017-04-18"
"HARV","2017-04-18",62.1122,32.75474,47.43347,0,129,108,"2017","2017-04-18"
"UNDE","2017-04-18",47.75324,30.6725,39.21287,0,15,108,"2017","2017-04-18"
"UKFS","2017-04-18",80.23316,53.8844,67.05878,17,485,108,"2017","2017-04-18"
"ORNL","2017-04-18",67.58168,59.77562,63.67865,14,707,108,"2017","2017-04-18"
"CLBJ","2017-04-18",78.63836,54.76874,66.70355,17,848,108,"2017","2017-04-18"
"ABBY","2017-04-18",63.0059,40.46468,51.73529,2,14,108,"2017","2017-04-18"
"TOOL","2017-04-18",25.59506,10.9373,18.26618,0,0,108,"2017","2017-04-18"
"BART","2017-04-19",47.05808,31.03466,39.04637,0,24,109,"2017","2017-04-19"
"HARV","2017-04-19",55.87988,35.74976,45.81482,0,129,109,"2017","2017-04-19"
"SERC","2017-04-19",61.23632,54.83354,58.03493,8,228,109,"2017","2017-04-19"
"UNDE","2017-04-19",50.63018,33.91898,42.27458,0,15,109,"2017","2017-04-19"
"UKFS","2017-04-19",82.38146,59.09252,70.73699,21,506,109,"2017","2017-04-19"
"ORNL","2017-04-19",78.74042,60.17828,69.45935,19,726,109,"2017","2017-04-19"
"CLBJ","2017-04-19",80.09762,59.71856,69.90809,20,868,109,"2017","2017-04-19"
"ABBY","2017-04-19",60.21176,34.61486,47.41331,0,14,109,"2017","2017-04-19"
"TOOL","2017-04-19",15.21122,1.8401,8.52566,0,0,109,"2017","2017-04-19"
"BART","2017-04-20",55.01714,33.43874,44.22794,0,24,110,"2017","2017-04-20"
"HARV","2017-04-20",64.41314,37.8374,51.12527,1,130,110,"2017","2017-04-20"
"SERC","2017-04-20",77.66852,57.03926,67.35389,17,245,110,"2017","2017-04-20"
"UNDE","2017-04-20",40.94978,33.66068,37.30523,0,15,110,"2017","2017-04-20"
"UKFS","2017-04-20",76.29566,50.82314,63.5594,14,520,110,"2017","2017-04-20"
"ORNL","2017-04-20",80.70854,62.1392,71.42387,21,747,110,"2017","2017-04-20"
"CLBJ","2017-04-20",80.06306,65.64164,72.85235,23,891,110,"2017","2017-04-20"
"ABBY","2017-04-20",56.40386,37.25438,46.82912,0,14,110,"2017","2017-04-20"
"TOOL","2017-04-20",22.16804,3.12512,12.64658,0,0,110,"2017","2017-04-20"
"BART","2017-04-21",48.46118,35.41208,41.93663,0,24,111,"2017","2017-04-21"
"HARV","2017-04-21",53.7125,40.86806,47.29028,0,130,111,"2017","2017-04-21"
"SERC","2017-04-21",72.7772,59.16722,65.97221,16,261,111,"2017","2017-04-21"
"UNDE","2017-04-21",57.66674,31.08362,44.37518,0,15,111,"2017","2017-04-21"
"UKFS","2017-04-21",68.24732,45.95774,57.10253,7,527,111,"2017","2017-04-21"
"ORNL","2017-04-21",81.29822,63.86612,72.58217,23,770,111,"2017","2017-04-21"
"CLBJ","2017-04-21",84.76772,62.10626,73.43699,23,914,111,"2017","2017-04-21"
"ABBY","2017-04-21",68.88938,29.82776,49.35857,0,14,111,"2017","2017-04-21"
"TOOL","2017-04-21",28.46408,7.81088,18.13748,0,0,111,"2017","2017-04-21"
"BART","2017-04-22",43.89782,33.8081,38.85296,0,24,112,"2017","2017-04-22"
"HARV","2017-04-22",50.59688,37.28858,43.94273,0,130,112,"2017","2017-04-22"
"SERC","2017-04-22",68.05598,51.56456,59.81027,10,271,112,"2017","2017-04-22"
"UNDE","2017-04-22",68.50202,27.67064,48.08633,0,15,112,"2017","2017-04-22"
"UKFS","2017-04-22",67.33976,48.44714,57.89345,8,535,112,"2017","2017-04-22"
"ORNL","2017-04-22",70.71224,57.02162,63.86693,14,784,112,"2017","2017-04-22"
"CLBJ","2017-04-22",80.87252,48.7688,64.82066,15,929,112,"2017","2017-04-22"
"ABBY","2017-04-22",66.63218,46.01138,56.32178,6,20,112,"2017","2017-04-22"
"TOOL","2017-04-22",29.9066,12.57152,21.23906,0,0,112,"2017","2017-04-22"
"BART","2017-04-23",68.17856,35.06342,51.62099,2,26,113,"2017","2017-04-23"
"HARV","2017-04-23",70.6388,30.67052,50.65466,1,131,113,"2017","2017-04-23"
"SERC","2017-04-23",59.01638,46.04774,52.53206,3,274,113,"2017","2017-04-23"
"UNDE","2017-04-23",63.06062,31.31294,47.18678,0,15,113,"2017","2017-04-23"
"UKFS","2017-04-23",73.07906,47.1758,60.12743,10,545,113,"2017","2017-04-23"
"ORNL","2017-04-23",57.7481,52.106,54.92705,5,789,113,"2017","2017-04-23"
"CLBJ","2017-04-23",73.10948,41.9603,57.53489,8,937,113,"2017","2017-04-23"
"ABBY","2017-04-23",54.17546,41.73836,47.95691,0,20,113,"2017","2017-04-23"
"TOOL","2017-04-23",25.47464,8.48354,16.97909,0,0,113,"2017","2017-04-23"
"BART","2017-04-24",73.71014,32.98082,53.34548,3,29,114,"2017","2017-04-24"
"HARV","2017-04-24",74.54444,32.52776,53.5361,4,135,114,"2017","2017-04-24"
"SERC","2017-04-24",56.45588,50.62298,53.53943,4,278,114,"2017","2017-04-24"
"UNDE","2017-04-24",65.1929,28.93478,47.06384,0,15,114,"2017","2017-04-24"
"UKFS","2017-04-24",74.20442,47.0201,60.61226,11,556,114,"2017","2017-04-24"
"ORNL","2017-04-24",70.65698,51.51686,61.08692,11,800,114,"2017","2017-04-24"
"CLBJ","2017-04-24",79.90754,39.14852,59.52803,10,947,114,"2017","2017-04-24"
"ABBY","2017-04-24",47.40044,38.30612,42.85328,0,20,114,"2017","2017-04-24"
"TOOL","2017-04-24",21.53822,4.33886,12.93854,0,0,114,"2017","2017-04-24"
"BART","2017-04-25",60.20816,32.93006,46.56911,0,29,115,"2017","2017-04-25"
"HARV","2017-04-25",63.37058,42.59408,52.98233,3,138,115,"2017","2017-04-25"
"SERC","2017-04-25",58.41842,51.45134,54.93488,5,283,115,"2017","2017-04-25"
"UNDE","2017-04-25",76.85654,46.92272,61.88963,12,27,115,"2017","2017-04-25"
"UKFS","2017-04-25",73.00598,57.6833,65.34464,15,571,115,"2017","2017-04-25"
"ORNL","2017-04-25",76.00964,52.69172,64.35068,14,814,115,"2017","2017-04-25"
"CLBJ","2017-04-25",89.348,59.24066,74.29433,24,971,115,"2017","2017-04-25"
"ABBY","2017-04-25",52.28942,41.39078,46.8401,0,20,115,"2017","2017-04-25"
"TOOL","2017-04-25",12.04178,-0.626259999999995,5.70776,0,0,115,"2017","2017-04-25"
"BART","2017-04-26",53.4173,39.50474,46.46102,0,29,116,"2017","2017-04-26"
"HARV","2017-04-26",58.19774,42.20132,50.19953,0,138,116,"2017","2017-04-26"
"SERC","2017-04-26",64.18904,55.6871,59.93807,10,293,116,"2017","2017-04-26"
"UNDE","2017-04-26",55.18868,31.24886,43.21877,0,27,116,"2017","2017-04-26"
"UKFS","2017-04-26",68.59544,40.20368,54.39956,4,575,116,"2017","2017-04-26"
"ORNL","2017-04-26",83.62202,55.70654,69.66428,20,834,116,"2017","2017-04-26"
"CLBJ","2017-04-26",81.39542,50.70992,66.05267,16,987,116,"2017","2017-04-26"
"ABBY","2017-04-26",53.04758,41.58464,47.31611,0,20,116,"2017","2017-04-26"
"TOOL","2017-04-26",1.91786,-11.67376,-4.87795,0,0,116,"2017","2017-04-26"
"BART","2017-04-27",64.39208,44.23388,54.31298,4,33,117,"2017","2017-04-27"
"HARV","2017-04-27",66.6401,50.72234,58.68122,9,147,117,"2017","2017-04-27"
"SERC","2017-04-27",76.27712,53.69648,64.9868,15,308,117,"2017","2017-04-27"
"UNDE","2017-04-27",32.58338,24.26432,28.42385,0,27,117,"2017","2017-04-27"
"UKFS","2017-04-27",61.53224,37.34726,49.43975,0,575,117,"2017","2017-04-27"
"ORNL","2017-04-27",79.0367,60.11312,69.57491,20,854,117,"2017","2017-04-27"
"CLBJ","2017-04-27",77.05634,38.7158,57.88607,8,995,117,"2017","2017-04-27"
"ABBY","2017-04-27",53.825,36.07934,44.95217,0,20,117,"2017","2017-04-27"
"TOOL","2017-04-27",25.90844,-2.65162,11.62841,0,0,117,"2017","2017-04-27"
"BART","2017-04-28",78.83546,50.20898,64.52222,15,48,118,"2017","2017-04-28"
"HARV","2017-04-28",82.92488,55.35878,69.14183,19,166,118,"2017","2017-04-28"
"SERC","2017-04-28",80.24,60.72566,70.48283,20,328,118,"2017","2017-04-28"
"UNDE","2017-04-28",37.46588,25.17512,31.3205,0,27,118,"2017","2017-04-28"
"UKFS","2017-04-28",67.74602,48.46208,58.10405,8,583,118,"2017","2017-04-28"
"ORNL","2017-04-28",81.41738,54.53006,67.97372,18,872,118,"2017","2017-04-28"
"CLBJ","2017-04-28",84.36218,58.68644,71.52431,22,1017,118,"2017","2017-04-28"
"ABBY","2017-04-28",59.6867,32.29304,45.98987,0,20,118,"2017","2017-04-28"
"TOOL","2017-04-28",29.31566,15.36998,22.34282,0,0,118,"2017","2017-04-28"
"BART","2017-04-29",76.41626,47.97482,62.19554,12,60,119,"2017","2017-04-29"
"HARV","2017-04-29",84.05186,53.87036,68.96111,19,185,119,"2017","2017-04-29"
"SERC","2017-04-29",89.708,65.4809,77.59445,28,356,119,"2017","2017-04-29"
"UNDE","2017-04-29",49.37774,24.86102,37.11938,0,27,119,"2017","2017-04-29"
"UKFS","2017-04-29",55.5827,42.9881,49.2854,0,583,119,"2017","2017-04-29"
"ORNL","2017-04-29",89.2913,70.21562,79.75346,30,902,119,"2017","2017-04-29"
"CLBJ","2017-04-29",81.74894,53.49146,67.6202,18,1035,119,"2017","2017-04-29"
"ABBY","2017-04-29",64.95926,29.0273,46.99328,0,20,119,"2017","2017-04-29"
"TOOL","2017-04-29",31.68608,22.63262,27.15935,0,0,119,"2017","2017-04-29"
"BART","2017-04-30",66.73766,36.94154,51.8396,2,62,120,"2017","2017-04-30"
"HARV","2017-04-30",64.78592,41.4698,53.12786,3,188,120,"2017","2017-04-30"
"SERC","2017-04-30",84.56378,67.57106,76.06742,26,382,120,"2017","2017-04-30"
"UNDE","2017-04-30",51.5183,33.03662,42.27746,0,27,120,"2017","2017-04-30"
"UKFS","2017-04-30",55.6475,40.86518,48.25634,0,583,120,"2017","2017-04-30"
"ORNL","2017-04-30",83.79392,70.31174,77.05283,27,929,120,"2017","2017-04-30"
"CLBJ","2017-04-30",65.61824,43.02536,54.3218,4,1039,120,"2017","2017-04-30"
"ABBY","2017-04-30",60.62,42.88262,51.75131,2,22,120,"2017","2017-04-30"
"TOOL","2017-04-30",34.70648,18.7799,26.74319,0,0,120,"2017","2017-04-30"
"BART","2017-05-01",50.75726,38.89958,44.82842,0,62,121,"2017","2017-05-01"
"HARV","2017-05-01",52.06046,40.1621,46.11128,0,188,121,"2017","2017-05-01"
"SERC","2017-05-01",82.87322,58.31942,70.59632,21,403,121,"2017","2017-05-01"
"UNDE","2017-05-01",40.67996,34.22318,37.45157,0,27,121,"2017","2017-05-01"
"UKFS","2017-05-01",62.92526,37.06646,49.99586,0,583,121,"2017","2017-05-01"
"ORNL","2017-05-01",78.467,53.83778,66.15239,16,945,121,"2017","2017-05-01"
"CLBJ","2017-05-01",82.10228,39.63866,60.87047,11,1050,121,"2017","2017-05-01"
"ABBY","2017-05-01",57.92072,29.48486,43.70279,0,22,121,"2017","2017-05-01"
"TOOL","2017-05-01",35.99456,19.85018,27.92237,0,0,121,"2017","2017-05-01"
"BART","2017-05-02",61.70486,39.1037,50.40428,0,62,122,"2017","2017-05-02"
"HARV","2017-05-02",67.48286,43.81682,55.64984,6,194,122,"2017","2017-05-02"
"SERC","2017-05-02",79.85966,67.20062,73.53014,24,427,122,"2017","2017-05-02"
"UNDE","2017-05-02",49.34516,30.22646,39.78581,0,27,122,"2017","2017-05-02"
"UKFS","2017-05-02",70.57148,47.74154,59.15651,9,592,122,"2017","2017-05-02"
"ORNL","2017-05-02",77.2619,48.95798,63.10994,13,958,122,"2017","2017-05-02"
"CLBJ","2017-05-02",88.4408,48.01586,68.22833,18,1068,122,"2017","2017-05-02"
"ABBY","2017-05-02",62.05172,44.42162,53.23667,3,25,122,"2017","2017-05-02"
"TOOL","2017-05-02",38.06006,22.9838,30.52193,0,0,122,"2017","2017-05-02"
"BART","2017-05-03",57.1586,42.71504,49.93682,0,62,123,"2017","2017-05-03"
"HARV","2017-05-03",61.78892,43.2815,52.53521,3,197,123,"2017","2017-05-03"
"SERC","2017-05-03",73.24214,52.80872,63.02543,13,440,123,"2017","2017-05-03"
"UNDE","2017-05-03",68.56592,28.47488,48.5204,0,27,123,"2017","2017-05-03"
"UKFS","2017-05-03",68.69516,47.61356,58.15436,8,600,123,"2017","2017-05-03"
"ORNL","2017-05-03",78.57302,51.8846,65.22881,15,973,123,"2017","2017-05-03"
"CLBJ","2017-05-03",82.25942,62.10914,72.18428,22,1090,123,"2017","2017-05-03"
"ABBY","2017-05-03",86.35676,52.96946,69.66311,20,45,123,"2017","2017-05-03"
"TOOL","2017-05-03",37.24106,19.50962,28.37534,0,0,123,"2017","2017-05-03"
"BART","2017-05-04",65.32322,34.12256,49.72289,0,62,124,"2017","2017-05-04"
"HARV","2017-05-04",70.37114,29.94206,50.1566,0,197,124,"2017","2017-05-04"
"SERC","2017-05-04",65.19254,44.51,54.85127,5,445,124,"2017","2017-05-04"
"UNDE","2017-05-04",63.97772,39.56432,51.77102,2,29,124,"2017","2017-05-04"
"UKFS","2017-05-04",70.08098,43.5398,56.81039,7,607,124,"2017","2017-05-04"
"ORNL","2017-05-04",71.8115,58.07894,64.94522,15,988,124,"2017","2017-05-04"
"CLBJ","2017-05-04",73.99148,49.2566,61.62404,12,1102,124,"2017","2017-05-04"
"ABBY","2017-05-04",89.41856,49.65656,69.53756,20,65,124,"2017","2017-05-04"
"TOOL","2017-05-04",29.83892,18.8843,24.36161,0,0,124,"2017","2017-05-04"
"BART","2017-05-05",56.44094,38.85818,47.64956,0,62,125,"2017","2017-05-05"
"HARV","2017-05-05",57.47972,40.90802,49.19387,0,197,125,"2017","2017-05-05"
"SERC","2017-05-05",67.39844,54.48902,60.94373,11,456,125,"2017","2017-05-05"
"UNDE","2017-05-05",61.8242,33.01682,47.42051,0,29,125,"2017","2017-05-05"
"UKFS","2017-05-05",76.96022,47.98202,62.47112,12,619,125,"2017","2017-05-05"
"ORNL","2017-05-05",58.42724,49.8524,54.13982,4,992,125,"2017","2017-05-05"
"CLBJ","2017-05-05",79.64924,41.189,60.41912,10,1112,125,"2017","2017-05-05"
"ABBY","2017-05-05",77.21168,46.95314,62.08241,12,77,125,"2017","2017-05-05"
"TOOL","2017-05-05",35.51108,22.4843,28.99769,0,0,125,"2017","2017-05-05"
"BART","2017-05-06",59.26442,39.6572,49.46081,0,62,126,"2017","2017-05-06"
"HARV","2017-05-06",67.77086,44.99024,56.38055,6,203,126,"2017","2017-05-06"
"SERC","2017-05-06",66.1541,51.40634,58.78022,9,465,126,"2017","2017-05-06"
"UNDE","2017-05-06",57.30764,31.20746,44.25755,0,29,126,"2017","2017-05-06"
"UKFS","2017-05-06",81.65948,53.47616,67.56782,18,637,126,"2017","2017-05-06"
"ORNL","2017-05-06",51.55736,41.79128,46.67432,0,992,126,"2017","2017-05-06"
"CLBJ","2017-05-06",86.59328,42.602,64.59764,15,1127,126,"2017","2017-05-06"
"ABBY","2017-05-06",62.91608,32.7875,47.85179,0,77,126,"2017","2017-05-06"
"TOOL","2017-05-06",39.28892,27.56498,33.42695,0,0,126,"2017","2017-05-06"
"BART","2017-05-07",61.75238,48.68366,55.21802,5,67,127,"2017","2017-05-07"
"HARV","2017-05-07",65.98256,46.6673,56.32493,6,209,127,"2017","2017-05-07"
"SERC","2017-05-07",62.9555,43.04066,52.99808,3,468,127,"2017","2017-05-07"
"UNDE","2017-05-07",52.40714,27.97232,40.18973,0,29,127,"2017","2017-05-07"
"UKFS","2017-05-07",84.38072,54.85892,69.61982,20,657,127,"2017","2017-05-07"
"ORNL","2017-05-07",68.35928,40.62308,54.49118,4,996,127,"2017","2017-05-07"
"CLBJ","2017-05-07",89.48444,48.28496,68.8847,19,1146,127,"2017","2017-05-07"
"ABBY","2017-05-07",70.17764,33.51254,51.84509,2,79,127,"2017","2017-05-07"
"TOOL","2017-05-07",39.22304,27.54446,33.38375,0,0,127,"2017","2017-05-07"
"BART","2017-05-08",53.05568,36.73616,44.89592,0,67,128,"2017","2017-05-08"
"HARV","2017-05-08",48.78212,36.08852,42.43532,0,209,128,"2017","2017-05-08"
"SERC","2017-05-08",60.61442,42.98054,51.79748,2,470,128,"2017","2017-05-08"
"UNDE","2017-05-08",62.20778,23.06642,42.6371,0,29,128,"2017","2017-05-08"
"UKFS","2017-05-08",85.18172,61.62116,73.40144,23,680,128,"2017","2017-05-08"
"ORNL","2017-05-08",76.78094,45.10526,60.9431,11,1007,128,"2017","2017-05-08"
"CLBJ","2017-05-08",86.3546,55.75334,71.05397,21,1167,128,"2017","2017-05-08"
"ABBY","2017-05-08",74.33222,30.32114,52.32668,2,81,128,"2017","2017-05-08"
"TOOL","2017-05-08",42.35558,16.8665,29.61104,0,0,128,"2017","2017-05-08"
"BART","2017-05-09",46.01408,27.49244,36.75326,0,67,129,"2017","2017-05-09"
"HARV","2017-05-09",54.44726,30.25688,42.35207,0,209,129,"2017","2017-05-09"
"SERC","2017-05-09",63.37544,37.81652,50.59598,1,471,129,"2017","2017-05-09"
"UNDE","2017-05-09",64.85648,36.31928,50.58788,1,30,129,"2017","2017-05-09"
"UKFS","2017-05-09",85.37162,62.3552,73.86341,24,704,129,"2017","2017-05-09"
"ORNL","2017-05-09",83.87366,56.3297,70.10168,20,1027,129,"2017","2017-05-09"
"CLBJ","2017-05-09",85.62614,57.56468,71.59541,22,1189,129,"2017","2017-05-09"
"ABBY","2017-05-09",78.32156,33.59426,55.95791,6,87,129,"2017","2017-05-09"
"TOOL","2017-05-09",23.13914,15.42326,19.2812,0,0,129,"2017","2017-05-09"
"BART","2017-05-10",55.63112,35.91194,45.77153,0,67,130,"2017","2017-05-10"
"HARV","2017-05-10",57.6131,36.72266,47.16788,0,209,130,"2017","2017-05-10"
"SERC","2017-05-10",68.4932,41.53172,55.01246,5,476,130,"2017","2017-05-10"
"UNDE","2017-05-10",70.76894,40.15274,55.46084,5,35,130,"2017","2017-05-10"
"UKFS","2017-05-10",83.76026,65.76764,74.76395,25,729,130,"2017","2017-05-10"
"ORNL","2017-05-10",88.74644,60.76436,74.7554,25,1052,130,"2017","2017-05-10"
"CLBJ","2017-05-10",76.4177,67.42562,71.92166,22,1211,130,"2017","2017-05-10"
"ABBY","2017-05-10",77.62028,36.48128,57.05078,7,94,130,"2017","2017-05-10"
"TOOL","2017-05-10",20.9813,12.22394,16.60262,0,0,130,"2017","2017-05-10"
"BART","2017-05-11",63.94748,37.07096,50.50922,1,68,131,"2017","2017-05-11"
"HARV","2017-05-11",61.3337,37.08662,49.21016,0,209,131,"2017","2017-05-11"
"SERC","2017-05-11",65.58026,49.74548,57.66287,8,484,131,"2017","2017-05-11"
"UNDE","2017-05-11",66.28946,41.20124,53.74535,4,39,131,"2017","2017-05-11"
"UKFS","2017-05-11",71.81672,60.20528,66.011,16,745,131,"2017","2017-05-11"
"ORNL","2017-05-11",79.78154,62.79476,71.28815,21,1073,131,"2017","2017-05-11"
"CLBJ","2017-05-11",84.15518,60.3365,72.24584,22,1233,131,"2017","2017-05-11"
